[315185] ['2/7', '7/5', '9/4', '7/2', '5'] -> (((5 + (7/2 / 7/5)) / 2/7) - 9/4)
[315210] ['6/7', '8/7', '7/6', '7/6', '7'] -> (7 / (7/6 - (7/6 * (6/7 / 8/7))))
[315211] ['2/7', '7/5', '7/3', '9/2', '5'] -> ((7/5 + 7/3) * (5 * (2/7 * 9/2)))
[315212] ['3/7', '7/6', '5/4', '5/3', '5'] -> ((5 / (3/7 * 7/6)) / (5/3 - 5/4))
[315213] ['1/5', '3/7', '7/8', '5/3', '3'] -> ((3 / (1/5 * 3/7)) / (7/8 * 5/3))
[315214] ['1/7', '5/7', '7/9', '7/8', '2'] -> ((2 / (1/7 + 5/7)) / (7/8 - 7/9))
[315215] ['4/9', '5/8', '7/6', '5/4', '9'] -> (((5/8 / 5/4) + (7/6 + 9)) / 4/9)
[315216] ['1/3', '5/6', '6/7', '6/7', '9'] -> (((9 - (5/6 * 6/7)) / 1/3) - 6/7)
[315217] ['1/5', '3/7', '7/8', '7/4', '3'] -> (3 / (((7/8 * 3/7) / 1/5) - 7/4))
[315218] ['3/7', '7/6', '5/4', '7/4', '5'] -> (5 / ((7/6 * (3/7 + 5/4)) - 7/4))
[315219] ['1/7', '5/7', '7/9', '8/9', '2'] -> (2 * (7/9 + ((5/7 + 8/9) / 1/7)))
[315220] ['3/4', '1', '7/5', '9/4', '9/2'] -> (9/2 / ((9/4 / (1 + 7/5)) - 3/4))
[315221] ['1/8', '1/7', '5/8', '3/4', '1'] -> (1 / ((1/8 / 1/7) - (5/8 / 3/4)))
[315222] ['1/7', '8/9', '4/3', '9/5', '8'] -> ((8/9 + (8 / (1/7 * 9/5))) / 4/3)
[315223] ['6/7', '8/7', '7/6', '4/3', '7'] -> ((8/7 * 7) / (4/3 - (6/7 * 7/6)))
[315224] ['1/3', '3/8', '6/7', '1', '9/4'] -> ((1 + (9/4 / (3/8 * 6/7))) / 1/3)
[315225] ['2/7', '7/5', '5/2', '7/2', '5'] -> (((2/7 + 7/2) * (7/5 * 5)) - 5/2)
[315226] ['1/7', '8/9', '4/3', '9/4', '8'] -> (((8 + (8/9 / 1/7)) * 9/4) / 4/3)
[315227] ['1/5', '3/7', '7/8', '7/3', '3'] -> ((3 / (1/5 * 3/7)) / (7/3 - 7/8))
[315228] ['4/9', '5/8', '7/6', '8/5', '9'] -> ((4/9 * 9) / (7/6 - (5/8 * 8/5)))
[315229] ['3/7', '7/6', '5/4', '7/3', '5'] -> (5 / (5/4 * (7/6 - (3/7 * 7/3))))
[315230] ['6/7', '8/7', '7/6', '8/5', '7'] -> ((8/7 + (6/7 * 7/6)) * (8/5 * 7))
[315231] ['2/7', '7/5', '8/3', '7/2', '5'] -> (8/3 * ((5 / (2/7 * 7/5)) - 7/2))
[315232] ['3/7', '7/6', '5/4', '5/2', '5'] -> (5 / (7/6 * (5/4 - (3/7 * 5/2))))
[315233] ['1/5', '3/7', '7/8', '8/3', '3'] -> (3 / (1/5 * (8/3 - (7/8 / 3/7))))
[315234] ['2/7', '7/5', '8/3', '9/2', '5'] -> ((8/3 * 9/2) * (5 * (2/7 * 7/5)))
[315235] ['1/8', '1/7', '5/8', '8/9', '1'] -> ((((5/8 / 1/7) - 1) * 8/9) / 1/8)
[315236] ['1/3', '3/8', '7/8', '1', '6/5'] -> (6/5 * ((7/8 / (3/8 - 1/3)) - 1))
[315237] ['3/4', '1', '7/5', '5/2', '5/2'] -> ((5/2 + (7/5 * 5/2)) / (1 - 3/4))
[315238] ['1/7', '5/7', '7/9', '9/7', '2'] -> (((5/7 + (7/9 * 9/7)) * 2) / 1/7)
[315239] ['4/9', '5/8', '7/6', '9/4', '9'] -> ((9/4 * (4/9 + (7/6 * 9))) - 5/8)
[315240] ['1/5', '3/7', '7/8', '3', '7/2'] -> ((3 / 1/5) / ((3/7 * 7/2) - 7/8))
[315241] ['1/8', '2/9', '7/9', '7/6', '8'] -> ((8 / 2/9) - (7/6 / (1/8 * 7/9)))
[315242] ['1/3', '5/6', '6/7', '9/4', '9'] -> ((9 / (6/7 * (1/3 / 5/6))) - 9/4)
[315243] ['3/4', '1', '7/5', '5/2', '8/3'] -> (1 / (8/3 - (5/2 * (3/4 * 7/5))))
[315244] ['2/7', '3/2', '3/2', '3/2', '5'] -> (((5 * 3/2) / 2/7) - (3/2 * 3/2))
[315245] ['1/3', '3/8', '7/8', '1', '9/7'] -> ((1 + 9/7) / ((3/8 / 7/8) - 1/3))
[315246] ['1/3', '5/6', '6/7', '7/3', '9'] -> ((1/3 - 5/6) + ((9 * 7/3) / 6/7))
[315247] ['3/7', '7/6', '5/4', '9/2', '5'] -> ((3/7 + (5/4 / 7/6)) + (9/2 * 5))
[315248] ['1/7', '8/9', '7/5', '5/3', '8'] -> (8 / ((8/9 / 5/3) - (1/7 * 7/5)))
[315249] ['1/8', '1/7', '5/8', '1', '5/4'] -> ((((5/8 / 1/7) - 5/4) / 1/8) - 1)
[315250] ['4/7', '4/7', '3/5', '8/7', '7'] -> (7 * (4/7 + ((4/7 + 8/7) / 3/5)))
[315251] ['4/9', '5/8', '7/6', '9/2', '9'] -> (((9 / 4/9) - (7/6 * 9/2)) / 5/8)
[315252] ['1/3', '3/8', '7/8', '1', '8/5'] -> ((7/8 + 1) * (8/5 / (1/3 * 3/8)))
[315253] ['1/8', '1/7', '5/8', '1', '4/3'] -> (1 / ((1/8 / 1/7) - (5/8 * 4/3)))
[315254] ['3/4', '1', '7/5', '8/3', '9/2'] -> ((8/3 * (1 + 7/5)) * (9/2 - 3/4))
[315255] ['1/7', '8/9', '7/5', '5/2', '8'] -> ((8/9 + 8) * (5/2 + (1/7 * 7/5)))
[315256] ['4/9', '5/8', '6/5', '9/7', '9'] -> ((9 / (9/7 * (4/9 * 5/8))) - 6/5)
[315257] ['3/7', '7/6', '9/7', '5/3', '5'] -> ((3/7 / (9/7 - 7/6)) * (5/3 + 5))
[315258] ['1/8', '2/9', '7/9', '5/2', '8'] -> ((5/2 + 8) / (7/9 * (1/8 / 2/9)))
[315259] ['1/3', '5/6', '7/8', '6/5', '9'] -> ((1/3 * 9) / ((5/6 * 6/5) - 7/8))
[315260] ['2/7', '3/2', '3/2', '7/3', '5'] -> (((3/2 * 5) - (3/2 / 7/3)) / 2/7)
[315261] ['3/4', '1', '7/5', '7/2', '7/2'] -> ((7/2 + (7/2 / 7/5)) / (1 - 3/4))
[315262] ['1/5', '3/7', '8/9', '6/5', '3'] -> ((1/5 + 3) / (3/7 * (6/5 - 8/9)))
[315263] ['6/7', '8/7', '6/5', '7/4', '7'] -> ((6/7 + (8/7 * 7/4)) * (6/5 * 7))
[315264] ['1/8', '1/7', '5/8', '1', '7/4'] -> ((1 + (5/8 / 1/8)) / (1/7 * 7/4))
[315265] ['1/3', '5/6', '7/8', '9/7', '9'] -> ((9 / 9/7) / ((1/3 + 5/6) - 7/8))
[315266] ['4/9', '5/8', '6/5', '7/5', '9'] -> ((6/5 + (9 / (4/9 * 5/8))) / 7/5)
[315267] ['6/7', '8/7', '6/5', '9/5', '7'] -> (((6/7 + 8/7) * (9/5 * 7)) - 6/5)
[315268] ['1/7', '8/9', '7/5', '9/2', '8'] -> (8 * (1/7 + (9/2 * (8/9 / 7/5))))
[315269] ['3/4', '1', '3/2', '3/2', '3/2'] -> ((3/2 + 3/2) / ((3/4 * 3/2) - 1))
[315270] ['5/9', '9/8', '9/7', '2', '7/2'] -> (9/7 / ((5/9 * 9/8) - (2 / 7/2)))
[315271] ['4/7', '4/7', '3/5', '7/5', '7'] -> (4/7 * ((7/5 / (3/5 - 4/7)) - 7))
[315272] ['3/7', '7/6', '9/7', '7/3', '5'] -> ((7/6 + 7/3) * (3/7 + (9/7 * 5)))
[315273] ['4/9', '5/8', '6/5', '8/5', '9'] -> (((9 / 5/8) - 8/5) / (4/9 * 6/5))
[315274] ['3/4', '1', '3/2', '3/2', '8/5'] -> ((3/2 + 3/2) / (3/4 - (1 / 8/5)))
[315275] ['1/8', '1/7', '5/8', '1', '9/4'] -> ((((9/4 / 1/7) - 1/8) / 5/8) - 1)
[315276] ['2/7', '3/2', '8/5', '9/4', '5'] -> ((8/5 * 5) * ((3/2 / 2/7) - 9/4))
[315277] ['1/7', '5/7', '7/9', '2', '9/2'] -> ((9/2 * (7/9 + (5/7 / 1/7))) - 2)
[315278] ['5/9', '9/8', '4/3', '4/3', '2'] -> (4/3 / ((5/9 - 2) + (9/8 * 4/3)))
[315279] ['6/7', '8/7', '6/5', '5/2', '7'] -> ((8/7 * 5/2) * (7 + (6/5 / 6/7)))
[315280] ['1/3', '3/8', '8/9', '1', '9/7'] -> (1/3 / ((8/9 / (1 + 9/7)) - 3/8))
[315281] ['1/7', '5/7', '4/5', '4/5', '2'] -> (((5/7 + (4/5 / 4/5)) * 2) / 1/7)
[315282] ['5/9', '9/8', '4/3', '7/5', '2'] -> ((7/5 + (2 / 5/9)) / (4/3 - 9/8))
[315283] ['4/9', '5/8', '6/5', '9/4', '9'] -> (((9 / 4/9) - 9/4) / (5/8 * 6/5))
[315284] ['1/8', '2/9', '4/5', '8/9', '8'] -> ((8 - (8/9 / (2/9 * 4/5))) / 1/8)
[315285] ['1/8', '1/7', '5/8', '1', '8/3'] -> (1 / (1/7 * (5/8 - (1/8 * 8/3))))
[315286] ['2/7', '3/2', '8/5', '5/2', '5'] -> (((5 * 8/5) / 2/7) - (3/2 + 5/2))
[315287] ['1/7', '5/7', '4/5', '5/6', '2'] -> (2 / ((1/7 + 5/6) - (5/7 / 4/5)))
[315288] ['3/4', '1', '3/2', '3/2', '7/3'] -> ((1 / 3/4) / ((7/3 / 3/2) - 3/2))
[315289] ['1/3', '5/6', '8/9', '9/8', '9'] -> (9 / ((5/6 / (8/9 - 1/3)) - 9/8))
[315290] ['3/7', '7/6', '4/3', '7/5', '5'] -> ((3/7 + (5 / 7/5)) / (4/3 - 7/6))
[315291] ['1/5', '3/7', '8/9', '7/4', '3'] -> ((8/9 * 7/4) * (3/7 + (3 / 1/5)))
[315292] ['6/7', '8/7', '5/4', '7/5', '7'] -> ((6/7 * 7) / (8/7 - (5/4 / 7/5)))
[315293] ['4/7', '4/7', '3/5', '5/2', '7'] -> (4/7 / ((5/2 / (3/5 * 7)) - 4/7))
[315294] ['1/8', '2/9', '4/5', '7/6', '8'] -> (((4/5 * (1/8 + 8)) - 7/6) / 2/9)
[315295] ['1/7', '8/9', '3/2', '5/2', '8'] -> (8/9 * ((3/2 + 8) + (5/2 / 1/7)))
[315296] ['1/8', '1/7', '2/3', '5/6', '1'] -> (1 / (1/7 * (5/6 + (1/8 - 2/3))))
[315297] ['1/3', '3/8', '8/9', '1', '9/5'] -> (1 / ((8/9 / (1/3 + 9/5)) - 3/8))
[315298] ['1/3', '5/6', '8/9', '5/4', '9'] -> ((8/9 * 9) / ((5/6 / 5/4) - 1/3))
[315299] ['2/7', '3/2', '5/3', '7/4', '5'] -> ((5 / 7/4) / ((2/7 + 3/2) - 5/3))
[315300] ['5/9', '9/8', '4/3', '2', '9/4'] -> (2 / ((9/8 / 9/4) - (5/9 / 4/3)))
[315301] ['3/7', '7/6', '4/3', '5/3', '5'] -> (4/3 / ((7/6 - 5) + (5/3 / 3/7)))
[315302] ['4/9', '5/8', '5/4', '4/3', '9'] -> (((9 + (4/3 / 4/9)) * 5/4) / 5/8)
[315303] ['5/9', '9/8', '4/3', '2', '5/2'] -> (2 / (9/8 - (5/2 * (5/9 / 4/3))))
[315304] ['4/7', '4/7', '3/5', '9/2', '7'] -> (9/2 * (7 - ((4/7 / 4/7) / 3/5)))
[315305] ['1/7', '5/7', '4/5', '5/4', '2'] -> (((5/7 + (4/5 * 5/4)) * 2) / 1/7)
[315306] ['1/3', '5/6', '8/9', '7/5', '9'] -> ((5/6 / 8/9) * ((9 / 1/3) - 7/5))
[315307] ['6/7', '8/7', '5/4', '9/5', '7'] -> (7 * (6/7 + (9/5 * (8/7 * 5/4))))
[315308] ['5/9', '9/8', '4/3', '2', '8/3'] -> (8/3 / ((5/9 + 4/3) - (2 / 9/8)))
[315309] ['3/4', '1', '3/2', '8/5', '7/2'] -> ((1 + 7/2) / ((3/2 / 8/5) - 3/4))
[315310] ['4/7', '4/7', '5/8', '2/3', '7'] -> (7 / ((5/8 + 2/3) - (4/7 / 4/7)))
[315311] ['5/9', '9/8', '4/3', '2', '7/2'] -> (7/2 / ((9/8 / 2) - (5/9 / 4/3)))
[315312] ['1/8', '1/7', '2/3', '1', '3/2'] -> (1 / ((1/8 / 1/7) + (2/3 - 3/2)))
[315313] ['1/7', '5/7', '4/5', '4/3', '2'] -> (((2 + (5/7 * 4/5)) * 4/3) / 1/7)
[315314] ['2/7', '3/2', '5/3', '9/2', '5'] -> ((5 / 5/3) + ((3/2 + 9/2) / 2/7))
[315315] ['6/7', '8/7', '9/7', '7/5', '7'] -> ((8/7 * 7/5) * (7 * (6/7 + 9/7)))
[315316] ['1/3', '5/6', '8/9', '9/4', '9'] -> ((9 * (1/3 / 9/4)) / (8/9 - 5/6))
[315317] ['4/7', '4/7', '5/8', '3/4', '7'] -> ((7 - 4/7) / (3/4 * (4/7 * 5/8)))
[315318] ['1/8', '2/9', '4/5', '7/4', '8'] -> ((8 / (1/8 + 7/4)) / (2/9 * 4/5))
[315319] ['3/7', '7/6', '7/5', '7/5', '5'] -> ((5 + (3/7 * 7/5)) / (7/5 - 7/6))
[315320] ['4/9', '5/8', '5/4', '5/3', '9'] -> (((5/4 * 9) + (5/3 / 4/9)) / 5/8)
[315321] ['2/7', '3/2', '7/4', '7/4', '5'] -> ((5 + ((3/2 + 7/4) / 7/4)) / 2/7)
[315322] ['4/7', '4/7', '5/8', '7/9', '7'] -> ((7 / 7/9) / ((4/7 / 4/7) - 5/8))
[315323] ['6/7', '8/7', '9/7', '3/2', '7'] -> ((8/7 * 7) * (3/2 + (9/7 / 6/7)))
[315324] ['1/7', '5/7', '4/5', '3/2', '2'] -> (3/2 + ((5/7 + (2 / 4/5)) / 1/7))
[315325] ['1/8', '2/9', '4/5', '9/4', '8'] -> (8 / ((1/8 / 9/4) + (2/9 / 4/5)))
[315326] ['2/7', '3/2', '7/4', '9/5', '5'] -> (5 * (9/5 + (3/2 / (2/7 * 7/4))))
[315327] ['3/4', '1', '3/2', '5/3', '8/3'] -> ((8/3 + (1 / 3/4)) / (5/3 - 3/2))
[315328] ['4/9', '5/8', '5/4', '7/4', '9'] -> ((7/4 + (5/4 / 5/8)) + (9 / 4/9))
[315329] ['1/7', '8/9', '8/5', '7/3', '8'] -> (((7/3 / 1/7) + (8 / 8/5)) / 8/9)
[315330] ['2/7', '3/2', '7/4', '9/4', '5'] -> (3/2 + ((9/4 * 5) / (2/7 * 7/4)))
[315331] ['5/9', '9/8', '7/5', '8/5', '2'] -> (8/5 / ((7/5 / (9/8 * 2)) - 5/9))
[315332] ['1/5', '3/7', '9/8', '7/6', '3'] -> (3 / (1/5 * (9/8 - (3/7 * 7/6))))
[315333] ['1/3', '5/6', '9/8', '7/6', '9'] -> (9/8 * (((9 * 5/6) / 1/3) - 7/6))
[315334] ['1/3', '3/8', '1', '9/8', '5/3'] -> ((1 + 5/3) * (9/8 / (1/3 * 3/8)))
[315335] ['1/8', '1/7', '5/7', '7/9', '1'] -> (1 / (7/9 * (1/7 - (1/8 * 5/7))))
[315336] ['1/3', '3/8', '1', '9/8', '7/4'] -> (1 + ((9/8 + 7/4) / (1/3 * 3/8)))
[315337] ['1/7', '5/7', '4/5', '2', '9/4'] -> (2 + ((9/4 + (5/7 / 4/5)) / 1/7))
[315338] ['1/8', '1/7', '5/7', '6/7', '1'] -> (1 / ((1/8 / 1/7) - (5/7 / 6/7)))
[315339] ['1/8', '2/9', '4/5', '7/2', '8'] -> (((7/2 + (8 / 4/5)) * 2/9) / 1/8)
[315340] ['5/9', '9/8', '7/5', '9/5', '2'] -> (9/5 / ((7/5 / 2) - (5/9 * 9/8)))
[315341] ['3/7', '7/6', '7/5', '9/5', '5'] -> (((7/5 + (9/5 / 3/7)) * 5) / 7/6)
[315342] ['1/8', '1/7', '5/7', '8/9', '1'] -> ((5/7 / (1/8 + 1/7)) / (1 - 8/9))
[315343] ['1/3', '5/6', '8/7', '8/7', '9'] -> ((8/7 + 8/7) * (9 * (1/3 + 5/6)))
[315344] ['3/7', '7/6', '7/5', '9/4', '5'] -> ((7/6 * 9/4) * (5 * (3/7 + 7/5)))
[315345] ['3/4', '1', '3/2', '9/5', '9/4'] -> (3/2 / (1 - (9/4 * (3/4 / 9/5))))
[315346] ['1/7', '5/7', '4/5', '2', '7/2'] -> (((2 + (4/5 * 7/2)) * 5/7) / 1/7)
[315347] ['4/9', '5/8', '9/7', '4/3', '9'] -> (9 / (9/7 * (5/8 - (4/9 / 4/3))))
[315348] ['1/3', '3/8', '1', '9/8', '5/2'] -> (1 + ((9/8 + (5/2 / 1/3)) / 3/8))
[315349] ['2/7', '3/2', '9/5', '5/2', '5'] -> (((5/2 + (5 / 2/7)) * 9/5) / 3/2)
[315350] ['1/3', '5/6', '8/7', '6/5', '9'] -> ((1/3 + 9) * (6/5 + (8/7 / 5/6)))
[315351] ['1/7', '8/9', '5/3', '5/3', '8'] -> (((5/3 / 1/7) + (5/3 + 8)) / 8/9)
[315352] ['3/7', '7/6', '7/5', '7/3', '5'] -> (((7/3 + (7/5 / 3/7)) * 5) / 7/6)
[315353] ['1/8', '2/9', '5/6', '6/7', '8'] -> ((5/6 + 8) / (2/9 + (1/8 / 6/7)))
[315354] ['1/7', '5/7', '4/5', '2', '9/2'] -> (((9/2 - 5/7) / 1/7) - (2 / 4/5))
[315355] ['2/7', '3/2', '9/5', '8/3', '5'] -> (9/5 * ((5 / 2/7) - (3/2 + 8/3)))
[315356] ['1/3', '5/6', '8/7', '5/4', '9'] -> (9 / ((5/6 / 5/4) - (1/3 / 8/7)))
[315357] ['3/4', '1', '3/2', '9/5', '5/2'] -> ((3/2 + (9/5 * 5/2)) / (1 - 3/4))
[315358] ['1/8', '1/7', '5/7', '1', '7/5'] -> ((7/5 + ((1/7 + 1) / 5/7)) / 1/8)
[315359] ['1/7', '8/9', '5/3', '7/4', '8'] -> ((5/3 - 1/7) * ((8 * 7/4) / 8/9))
[315360] ['1/3', '3/8', '1', '8/7', '7/6'] -> ((1 + 8/7) / (3/8 - (1/3 / 7/6)))
[315361] ['4/9', '5/8', '9/7', '3/2', '9'] -> (((9 - 9/7) * (4/9 + 3/2)) / 5/8)
[315362] ['1/8', '2/9', '5/6', '7/8', '8'] -> (8 * ((1/8 - 7/8) + (5/6 / 2/9)))
[315363] ['6/7', '8/7', '4/3', '8/5', '7'] -> (7 * ((8/7 / (8/5 - 4/3)) - 6/7))
[315364] ['3/4', '1', '3/2', '9/5', '8/3'] -> (8/3 / ((3/2 / (3/4 * 9/5)) - 1))
[315365] ['4/7', '4/7', '5/8', '9/7', '7'] -> ((9/7 * 7) / ((4/7 / 4/7) - 5/8))
[315366] ['2/7', '3/2', '9/5', '9/2', '5'] -> ((9/2 + ((5 * 9/5) / 2/7)) / 3/2)
[315367] ['1/8', '1/7', '5/7', '1', '7/4'] -> ((5/7 + 1) / (1/7 - (1/8 / 7/4)))
[315368] ['1/7', '8/9', '5/3', '9/5', '8'] -> (8 / (1/7 * (9/5 + (8/9 / 5/3))))
[315369] ['1/7', '5/7', '5/6', '8/9', '2'] -> (2 / ((5/6 / (1/7 + 5/7)) - 8/9))
[315370] ['3/7', '7/6', '7/5', '8/3', '5'] -> (5 * (8/3 + (7/6 * (3/7 + 7/5))))
[315371] ['3/4', '1', '3/2', '9/5', '7/2'] -> (1 / (3/2 - (7/2 * (3/4 / 9/5))))
[315372] ['2/7', '3/2', '9/4', '9/4', '5'] -> (((9/4 * 5) / (2/7 * 3/2)) - 9/4)
[315373] ['1/5', '3/7', '9/8', '7/4', '3'] -> (((3/7 + (3 / 1/5)) * 7/4) / 9/8)
[315374] ['1/3', '3/8', '1', '8/7', '5/4'] -> (((1 / (5/4 - 8/7)) - 1/3) / 3/8)
[315375] ['2/7', '3/2', '9/4', '7/3', '5'] -> ((9/4 * 7/3) * (5 - (2/7 * 3/2)))
[315376] ['3/7', '7/6', '7/5', '9/2', '5'] -> ((7/5 * 5) * ((9/2 / 7/6) - 3/7))
[315377] ['4/7', '4/7', '5/8', '3/2', '7'] -> ((3/2 / (5/8 - 4/7)) - (4/7 * 7))
[315378] ['4/9', '5/8', '9/7', '5/3', '9'] -> ((4/9 + (5/3 / 5/8)) * (9 - 9/7))
[315379] ['1/8', '2/9', '5/6', '6/5', '8'] -> (8 * ((5/6 / (2/9 * 6/5)) - 1/8))
[315380] ['3/4', '1', '3/2', '9/4', '9/4'] -> ((9/4 + (3/2 + 9/4)) / (1 - 3/4))
[315381] ['1/7', '5/7', '5/6', '7/5', '2'] -> (((2 + (5/7 + 7/5)) * 5/6) / 1/7)
[315382] ['2/7', '3/2', '9/4', '5/2', '5'] -> (3/2 * ((9/4 + 5) + (5/2 / 2/7)))
[315383] ['1/8', '1/7', '3/4', '7/9', '1'] -> (1 / (1/8 - (7/9 * (1/7 * 3/4))))
[315384] ['3/7', '7/6', '3/2', '8/5', '5'] -> ((3/2 * 8/5) * (5 / (3/7 * 7/6)))
[315385] ['1/3', '3/8', '1', '8/7', '7/5'] -> ((1 + 8/7) * (7/5 / (1/3 * 3/8)))
[315386] ['6/7', '8/7', '4/3', '5/2', '7'] -> ((4/3 * (8/7 + (5/2 * 7))) - 6/7)
[315387] ['3/4', '1', '3/2', '7/3', '7/3'] -> (1 / ((3/2 * (7/3 - 3/4)) - 7/3))
[315388] ['4/7', '4/7', '5/8', '7/4', '7'] -> ((7/4 + ((4/7 + 7) / 4/7)) / 5/8)
[315389] ['2/7', '3/2', '9/4', '9/2', '5'] -> ((9/4 - 9/2) + ((5 * 3/2) / 2/7))
[315390] ['1/3', '5/6', '8/7', '9/5', '9'] -> ((5/6 * 8/7) * ((9 / 1/3) - 9/5))
[315391] ['1/7', '8/9', '5/3', '9/2', '8'] -> ((8 / 1/7) / ((8/9 * 9/2) - 5/3))
[315392] ['1/3', '3/8', '1', '8/7', '3/2'] -> (1 / ((1/3 / 8/7) - (3/8 / 3/2)))
[315393] ['3/4', '1', '3/2', '7/3', '5/2'] -> ((5/2 + (3/2 * 7/3)) / (1 - 3/4))
[315394] ['6/7', '8/7', '4/3', '9/2', '7'] -> ((8/7 * 9/2) * ((6/7 * 7) - 4/3))
[315395] ['1/8', '2/9', '5/6', '5/3', '8'] -> ((5/3 + (5/6 * 8)) / (1/8 + 2/9))
[315396] ['3/7', '7/6', '3/2', '9/4', '5'] -> (3/2 + ((9/4 * 5) / (3/7 * 7/6)))
[315397] ['5/9', '9/8', '3/2', '2', '9/2'] -> ((3/2 / 9/2) / (9/8 - (5/9 * 2)))
[315398] ['3/4', '1', '3/2', '7/3', '7/2'] -> (1 / (7/2 - (7/3 + (3/4 * 3/2))))
[315399] ['4/7', '4/7', '5/8', '7/3', '7'] -> (4/7 / ((4/7 * 5/8) - (7/3 / 7)))
[315400] ['3/7', '7/6', '3/2', '7/3', '5'] -> ((3/2 * (7/6 + 7/3)) * (5 - 3/7))
[315401] ['1/7', '8/9', '7/4', '9/5', '8'] -> ((8/9 + (8 / (7/4 * 9/5))) / 1/7)
[315402] ['4/7', '4/7', '5/8', '8/3', '7'] -> (4/7 / ((8/3 / 7) - (4/7 * 5/8)))
[315403] ['1/8', '1/7', '3/4', '1', '9/8'] -> (1 / (((1/8 / 1/7) / 3/4) - 9/8))
[315404] ['2/7', '3/2', '5/2', '9/2', '5'] -> (5 * ((9/2 / (2/7 * 5/2)) - 3/2))
[315405] ['1/8', '2/9', '5/6', '7/2', '8'] -> (((1/8 * 8) + (5/6 + 7/2)) / 2/9)
[315406] ['5/9', '9/8', '8/5', '5/3', '2'] -> ((5/3 / 5/9) / ((2 / 8/5) - 9/8))
[315407] ['3/7', '7/6', '8/5', '8/5', '5'] -> (5 * (8/5 + (8/5 / (3/7 * 7/6))))
[315408] ['6/7', '8/7', '7/5', '8/5', '7'] -> ((8/5 * (8/7 + 7)) / (7/5 - 6/7))
[315409] ['1/7', '8/9', '7/4', '9/4', '8'] -> ((8 - (8/9 * 9/4)) / (1/7 * 7/4))
[315410] ['2/7', '3/2', '8/3', '7/2', '5'] -> ((3/2 * 8/3) * (5 + (2/7 * 7/2)))
[315411] ['1/7', '5/7', '5/6', '2', '8/3'] -> (5/7 / (5/6 - ((1/7 + 2) / 8/3)))
[315412] ['1/8', '1/7', '3/4', '1', '7/6'] -> ((1 / 1/7) / (7/6 - (1/8 + 3/4)))
[315413] ['1/8', '2/9', '6/7', '7/8', '8'] -> (8 / ((1/8 / 7/8) + (2/9 * 6/7)))
